,name,year,team,position,war,g,ts,ab,r1,h,b2,b3,hr,tb,rbi,sb,cs,bb,hbp,bb4,so,gdp,ht,hb,avg,obp,slg,ops,birthday,height,weight,age
583,김재현,2010,SK,DH,1.79,111,328,267,41,77,17,0,10,124,48,7,5,51,3,2,42,10,4,3,0.28800000000000003,0.40399999999999997,0.46399999999999997,0.8690000000000001,1987-11-07,174cm,70kg,22
584,김재현,2010,SK,DH,1.79,111,328,267,41,77,17,0,10,124,48,7,5,51,3,2,42,10,4,3,0.28800000000000003,0.40399999999999997,0.46399999999999997,0.8690000000000001,1991-08-30,176cm,73kg,18
585,김재현,2010,SK,DH,1.79,111,328,267,41,77,17,0,10,124,48,7,5,51,3,2,42,10,4,3,0.28800000000000003,0.40399999999999997,0.46399999999999997,0.8690000000000001,1979-09-07,177cm,78kg,30
586,김재현,2010,SK,DH,1.79,111,328,267,41,77,17,0,10,124,48,7,5,51,3,2,42,10,4,3,0.28800000000000003,0.40399999999999997,0.46399999999999997,0.8690000000000001,1975-10-02,177cm,85kg,34
587,김재현,2003,LG,RF,1.32,50,166,143,13,44,8,0,6,70,21,0,0,17,4,1,25,5,0,2,0.308,0.392,0.49,0.8809999999999999,1993-03-18,178cm,80kg,9
588,김재현,2003,LG,RF,1.32,50,166,143,13,44,8,0,6,70,21,0,0,17,4,1,25,5,0,2,0.308,0.392,0.49,0.8809999999999999,1987-11-07,174cm,70kg,15
589,김재현,2003,LG,RF,1.32,50,166,143,13,44,8,0,6,70,21,0,0,17,4,1,25,5,0,2,0.308,0.392,0.49,0.8809999999999999,1991-08-30,176cm,73kg,11
590,김재현,2003,LG,RF,1.32,50,166,143,13,44,8,0,6,70,21,0,0,17,4,1,25,5,0,2,0.308,0.392,0.49,0.8809999999999999,1979-09-07,177cm,78kg,23
591,김재현,2003,LG,RF,1.32,50,166,143,13,44,8,0,6,70,21,0,0,17,4,1,25,5,0,2,0.308,0.392,0.49,0.8809999999999999,1975-10-02,177cm,85kg,27
592,김재현,2016,SK,LF,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.37799999999999995,0.429,0.807,1993-03-18,178cm,80kg,22
593,김재현,2016,SK,LF,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.37799999999999995,0.429,0.807,1987-11-07,174cm,70kg,28
594,김재현,2016,SK,LF,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.37799999999999995,0.429,0.807,1991-08-30,176cm,73kg,24
595,김재현,2016,SK,LF,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.37799999999999995,0.429,0.807,1979-09-07,177cm,78kg,36
596,김재현,2016,SK,LF,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.37799999999999995,0.429,0.807,1975-10-02,177cm,85kg,40
597,김재현,2018,SK,LF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.27699999999999997,0.39,0.369,0.759,1993-03-18,178cm,80kg,24
598,김재현,2018,SK,LF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.27699999999999997,0.39,0.369,0.759,1987-11-07,174cm,70kg,30
599,김재현,2018,SK,LF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.27699999999999997,0.39,0.369,0.759,1991-08-30,176cm,73kg,26
600,김재현,2018,SK,LF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.27699999999999997,0.39,0.369,0.759,1979-09-07,177cm,78kg,38
601,김재현,2018,SK,LF,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.27699999999999997,0.39,0.369,0.759,1975-10-02,177cm,85kg,42
602,김재현,2013,SK,RF,0.28,33,42,36,12,10,2,1,0,14,6,11,2,4,0,0,8,1,1,1,0.278,0.342,0.389,0.73,1993-03-18,178cm,80kg,19
603,김재현,2013,SK,RF,0.28,33,42,36,12,10,2,1,0,14,6,11,2,4,0,0,8,1,1,1,0.278,0.342,0.389,0.73,1987-11-07,174cm,70kg,25
604,김재현,2013,SK,RF,0.28,33,42,36,12,10,2,1,0,14,6,11,2,4,0,0,8,1,1,1,0.278,0.342,0.389,0.73,1991-08-30,176cm,73kg,21
605,김재현,2013,SK,RF,0.28,33,42,36,12,10,2,1,0,14,6,11,2,4,0,0,8,1,1,1,0.278,0.342,0.389,0.73,1979-09-07,177cm,78kg,33
606,김재현,2013,SK,RF,0.28,33,42,36,12,10,2,1,0,14,6,11,2,4,0,0,8,1,1,1,0.278,0.342,0.389,0.73,1975-10-02,177cm,85kg,37
607,김재현,2019,SK,CF,0.13,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,0.28600000000000003,0.348,0.381,0.7290000000000001,1993-03-18,178cm,80kg,25
608,김재현,2019,SK,CF,0.13,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,0.28600000000000003,0.348,0.381,0.7290000000000001,1987-11-07,174cm,70kg,31
609,김재현,2019,SK,CF,0.13,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,0.28600000000000003,0.348,0.381,0.7290000000000001,1991-08-30,176cm,73kg,27
610,김재현,2019,SK,CF,0.13,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,0.28600000000000003,0.348,0.381,0.7290000000000001,1979-09-07,177cm,78kg,39
611,김재현,2019,SK,CF,0.13,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,0.28600000000000003,0.348,0.381,0.7290000000000001,1975-10-02,177cm,85kg,43
612,김재현,2014,삼성,3B,0.01,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1993-03-18,178cm,80kg,20
613,김재현,2014,삼성,3B,0.01,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1987-11-07,174cm,70kg,26
614,김재현,2014,삼성,3B,0.01,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1991-08-30,176cm,73kg,22
615,김재현,2014,삼성,3B,0.01,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1979-09-07,177cm,78kg,34
616,김재현,2014,삼성,3B,0.01,8,8,7,0,1,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1975-10-02,177cm,85kg,38
617,김재현,2018,삼성,SS,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1993-03-18,178cm,80kg,24
618,김재현,2018,삼성,SS,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1987-11-07,174cm,70kg,30
619,김재현,2018,삼성,SS,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1991-08-30,176cm,73kg,26
620,김재현,2018,삼성,SS,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1979-09-07,177cm,78kg,38
621,김재현,2018,삼성,SS,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1975-10-02,177cm,85kg,42
627,김재현,2014,SK,CF,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,1993-03-18,178cm,80kg,20
628,김재현,2014,SK,CF,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,1987-11-07,174cm,70kg,26
629,김재현,2014,SK,CF,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,1991-08-30,176cm,73kg,22
630,김재현,2014,SK,CF,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,1979-09-07,177cm,78kg,34
631,김재현,2014,SK,CF,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2,0,10,0,0,1,0.2,0.25,0.24,0.49,1975-10-02,177cm,85kg,38
632,김재현,2007,SK,DH,-0.04,84,250,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.6609999999999999,1993-03-18,178cm,80kg,13
633,김재현,2007,SK,DH,-0.04,84,250,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.6609999999999999,1987-11-07,174cm,70kg,19
634,김재현,2007,SK,DH,-0.04,84,250,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.6609999999999999,1991-08-30,176cm,73kg,15
635,김재현,2007,SK,DH,-0.04,84,250,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.6609999999999999,1979-09-07,177cm,78kg,27
636,김재현,2007,SK,DH,-0.04,84,250,204,26,40,11,0,5,66,19,4,4,43,1,4,40,10,1,1,0.196,0.337,0.324,0.6609999999999999,1975-10-02,177cm,85kg,31
637,김재현,2019,삼성,2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1993-03-18,178cm,80kg,25
638,김재현,2019,삼성,2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1987-11-07,174cm,70kg,31
639,김재현,2019,삼성,2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1991-08-30,176cm,73kg,27
640,김재현,2019,삼성,2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1979-09-07,177cm,78kg,39
641,김재현,2019,삼성,2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1975-10-02,177cm,85kg,43
642,김재현,2008,SK,RF,-0.07,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1993-03-18,178cm,80kg,14
643,김재현,2008,SK,RF,-0.07,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1987-11-07,174cm,70kg,20
644,김재현,2008,SK,RF,-0.07,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1991-08-30,176cm,73kg,16
645,김재현,2008,SK,RF,-0.07,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1979-09-07,177cm,78kg,28
646,김재현,2008,SK,RF,-0.07,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1975-10-02,177cm,85kg,32
647,김재현,2015,넥센,C,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,1993-03-18,178cm,80kg,21
648,김재현,2015,넥센,C,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,1987-11-07,174cm,70kg,27
649,김재현,2015,넥센,C,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,1991-08-30,176cm,73kg,23
650,김재현,2015,넥센,C,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,1979-09-07,177cm,78kg,35
651,김재현,2015,넥센,C,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1,0,15,1,2,1,0.262,0.29,0.354,0.644,1975-10-02,177cm,85kg,39
652,김재현,2017,SK,LF,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1993-03-18,178cm,80kg,23
653,김재현,2017,SK,LF,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1987-11-07,174cm,70kg,29
654,김재현,2017,SK,LF,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1991-08-30,176cm,73kg,25
655,김재현,2017,SK,LF,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1979-09-07,177cm,78kg,37
656,김재현,2017,SK,LF,-0.16,14,4,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1975-10-02,177cm,85kg,41
657,김재현,2015,SK,CF,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.21100000000000002,0.361,1993-03-18,178cm,80kg,21
658,김재현,2015,SK,CF,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.21100000000000002,0.361,1987-11-07,174cm,70kg,27
659,김재현,2015,SK,CF,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.21100000000000002,0.361,1991-08-30,176cm,73kg,23
660,김재현,2015,SK,CF,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.21100000000000002,0.361,1979-09-07,177cm,78kg,35
661,김재현,2015,SK,CF,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.21100000000000002,0.361,1975-10-02,177cm,85kg,39
662,김재현,2016,넥센,C,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.18100000000000002,0.263,0.20800000000000002,0.47100000000000003,1993-03-18,178cm,80kg,22
663,김재현,2016,넥센,C,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.18100000000000002,0.263,0.20800000000000002,0.47100000000000003,1987-11-07,174cm,70kg,28
664,김재현,2016,넥센,C,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.18100000000000002,0.263,0.20800000000000002,0.47100000000000003,1991-08-30,176cm,73kg,24
665,김재현,2016,넥센,C,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.18100000000000002,0.263,0.20800000000000002,0.47100000000000003,1979-09-07,177cm,78kg,36
666,김재현,2016,넥센,C,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,0.18100000000000002,0.263,0.20800000000000002,0.47100000000000003,1975-10-02,177cm,85kg,40
667,김재현,2018,넥센,C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,1993-03-18,178cm,80kg,24
668,김재현,2018,넥센,C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,1987-11-07,174cm,70kg,30
669,김재현,2018,넥센,C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,1991-08-30,176cm,73kg,26
670,김재현,2018,넥센,C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,1979-09-07,177cm,78kg,38
671,김재현,2018,넥센,C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,1975-10-02,177cm,85kg,42
672,김재현,2015,삼성,SS,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,0.171,0.261,0.171,0.43200000000000005,1993-03-18,178cm,80kg,21
673,김재현,2015,삼성,SS,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,0.171,0.261,0.171,0.43200000000000005,1987-11-07,174cm,70kg,27
674,김재현,2015,삼성,SS,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,0.171,0.261,0.171,0.43200000000000005,1991-08-30,176cm,73kg,23
675,김재현,2015,삼성,SS,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,0.171,0.261,0.171,0.43200000000000005,1979-09-07,177cm,78kg,35
676,김재현,2015,삼성,SS,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,0.171,0.261,0.171,0.43200000000000005,1975-10-02,177cm,85kg,39
677,김재현,2012,SK,RF,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.47200000000000003,1993-03-18,178cm,80kg,18
678,김재현,2012,SK,RF,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.47200000000000003,1987-11-07,174cm,70kg,24
679,김재현,2012,SK,RF,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.47200000000000003,1991-08-30,176cm,73kg,20
680,김재현,2012,SK,RF,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.47200000000000003,1979-09-07,177cm,78kg,32
681,김재현,2012,SK,RF,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.47200000000000003,1975-10-02,177cm,85kg,36
682,김재현,2017,넥센,C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.16699999999999998,0.205,0.262,0.467,1993-03-18,178cm,80kg,23
683,김재현,2017,넥센,C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.16699999999999998,0.205,0.262,0.467,1987-11-07,174cm,70kg,29
684,김재현,2017,넥센,C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.16699999999999998,0.205,0.262,0.467,1991-08-30,176cm,73kg,25
685,김재현,2017,넥센,C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.16699999999999998,0.205,0.262,0.467,1979-09-07,177cm,78kg,37
686,김재현,2017,넥센,C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.16699999999999998,0.205,0.262,0.467,1975-10-02,177cm,85kg,41
687,김재현,2016,삼성,SS,-0.97,122,215,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,1993-03-18,178cm,80kg,22
688,김재현,2016,삼성,SS,-0.97,122,215,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,1987-11-07,174cm,70kg,28
689,김재현,2016,삼성,SS,-0.97,122,215,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,1991-08-30,176cm,73kg,24
690,김재현,2016,삼성,SS,-0.97,122,215,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,1979-09-07,177cm,78kg,36
691,김재현,2016,삼성,SS,-0.97,122,215,188,25,41,7,0,0,48,14,1,1,8,7,0,42,10,11,1,0.218,0.275,0.255,0.53,1975-10-02,177cm,85kg,40
692,조인성,2010,LG,C,5.96,133,511,457,69,145,24,1,28,255,107,2,0,41,3,8,83,19,5,5,0.317,0.374,0.5579999999999999,0.932,1975-05-25,183cm,99kg,34
693,조인성,2011,LG,C,3.72,117,441,390,46,104,14,2,15,167,59,2,1,44,3,3,70,10,2,1,0.267,0.345,0.428,0.773,1975-05-25,183cm,99kg,35
694,조인성,2007,LG,C,3.68,124,464,419,44,118,24,0,13,181,73,1,1,30,4,3,61,8,6,5,0.282,0.332,0.43200000000000005,0.764,1975-05-25,183cm,99kg,31
695,조인성,2003,LG,C,2.58,132,456,428,43,110,20,2,19,191,58,0,1,15,8,0,67,17,1,4,0.257,0.292,0.446,0.7390000000000001,1975-05-25,183cm,99kg,27
696,조인성,2012,SK,C,2.24,104,307,284,32,77,13,0,9,117,40,0,1,16,2,1,60,5,3,2,0.271,0.313,0.41200000000000003,0.725,1975-05-25,183cm,99kg,36
697,조인성,2002,LG,C,2.17,124,391,362,36,97,21,2,9,149,48,3,0,14,5,0,82,11,5,5,0.268,0.301,0.41200000000000003,0.7120000000000001,1975-05-25,183cm,99kg,26
698,조인성,2006,LG,C,2.15,112,362,326,37,80,18,0,10,128,38,0,1,28,0,5,30,11,6,2,0.245,0.303,0.39299999999999996,0.696,1975-05-25,183cm,99kg,30
699,조인성,2004,LG,C,1.85,129,432,386,40,98,16,0,8,138,49,2,5,36,3,0,63,9,3,4,0.254,0.319,0.358,0.677,1975-05-25,183cm,99kg,28
700,조인성,2008,LG,C,1.17,102,353,330,25,75,18,1,10,125,49,0,0,17,1,1,76,6,1,4,0.22699999999999998,0.264,0.379,0.643,1975-05-25,183cm,99kg,32
701,조인성,2009,LG,C,0.89,95,300,266,35,57,10,1,14,111,36,0,2,28,1,1,53,10,3,2,0.214,0.29,0.41700000000000004,0.7070000000000001,1975-05-25,183cm,99kg,33
702,조인성,2005,LG,C,0.7,85,230,201,22,45,11,0,6,74,34,0,0,14,4,0,34,2,9,2,0.22399999999999998,0.285,0.368,0.653,1975-05-25,183cm,99kg,29
703,조인성,2001,LG,C,0.66,82,210,186,19,47,10,0,5,72,26,1,2,12,4,0,27,4,6,2,0.253,0.309,0.387,0.696,1975-05-25,183cm,99kg,25
704,조인성,1998,LG,C,0.52,84,141,134,10,36,8,0,2,50,15,0,0,3,0,0,22,3,3,1,0.26899999999999996,0.28300000000000003,0.373,0.6559999999999999,1975-05-25,183cm,99kg,22
705,조인성,1999,LG,C,0.33,56,157,142,23,36,6,0,5,57,22,0,0,6,1,0,27,4,6,2,0.254,0.285,0.401,0.6859999999999999,1975-05-25,183cm,99kg,23
706,조인성,2014,SK,한C,0.28,75,185,164,16,37,7,0,7,65,34,0,0,14,2,0,40,5,2,3,0.226,0.29,0.396,0.6859999999999999,1975-05-25,183cm,99kg,38
707,조인성,2000,LG,C,0.22,108,258,227,19,51,5,1,5,73,33,2,1,16,4,0,59,6,6,5,0.225,0.282,0.322,0.603,1975-05-25,183cm,99kg,24
708,조인성,2013,SK,C,0.18,88,223,207,16,44,10,0,7,75,29,0,1,7,2,0,65,4,5,1,0.213,0.244,0.36200000000000004,0.607,1975-05-25,183cm,99kg,37
709,조인성,2015,한화,C,0.05,106,310,276,33,64,11,0,11,108,44,0,0,16,6,0,89,5,11,1,0.23199999999999998,0.28800000000000003,0.391,0.679,1975-05-25,183cm,99kg,39
710,조인성,2017,한화,C,-0.37,16,29,29,1,4,0,0,0,4,0,0,0,0,0,0,9,1,0,0,0.138,0.138,0.138,0.276,1975-05-25,183cm,99kg,41
711,조인성,2016,한화,C,-1.36,76,146,137,10,23,2,0,3,34,7,0,0,2,1,0,38,2,6,0,0.168,0.18600000000000003,0.248,0.434,1975-05-25,183cm,99kg,40
712,유한준,2015,넥센,RF,5.87,139,598,520,103,188,42,1,23,301,116,3,3,67,2,2,71,13,1,8,0.36200000000000004,0.431,0.579,1.0090000000000001,1981-07-01,186cm,85kg,33
713,유한준,2018,KIA,RF,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2,3,53,9,2,1,0.33899999999999997,0.406,0.5329999999999999,0.9390000000000001,1981-07-01,186cm,85kg,36
714,유한준,2019,KIA,DH,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.38299999999999995,0.44299999999999995,0.826,1981-07-01,186cm,85kg,37
715,유한준,2016,KT,RF,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2,1,40,10,0,3,0.336,0.40399999999999997,0.493,0.897,1981-07-01,186cm,85kg,34
716,유한준,2014,넥센,RF,3.02,122,469,405,71,128,31,0,20,219,91,2,1,46,3,0,53,9,8,7,0.316,0.384,0.541,0.925,1981-07-01,186cm,85kg,32
717,유한준,2011,넥센,RF,2.22,121,511,447,64,129,23,2,3,165,54,4,3,52,4,3,63,11,4,4,0.289,0.365,0.369,0.7340000000000001,1981-07-01,186cm,85kg,29
718,유한준,2010,넥센,RF,1.92,131,543,481,52,140,27,0,9,194,79,2,2,49,1,0,81,17,8,4,0.29100000000000004,0.355,0.40299999999999997,0.759,1981-07-01,186cm,85kg,28
719,유한준,2017,KT,RF,1.81,133,497,445,52,136,19,0,13,194,68,0,2,45,2,2,59,10,2,3,0.306,0.37,0.436,0.8059999999999999,1981-07-01,186cm,85kg,35
720,유한준,2013,넥센,RF,1.29,97,344,298,37,81,13,0,7,115,40,4,3,37,4,2,48,7,3,2,0.272,0.358,0.386,0.7440000000000001,1981-07-01,186cm,85kg,31
721,유한준,2006,현대,RF,0.7,110,295,246,24,60,16,0,3,85,31,5,3,25,8,0,48,5,14,2,0.244,0.331,0.34600000000000003,0.677,1981-07-01,186cm,85kg,24
722,유한준,2007,현대,CF,0.53,112,231,197,21,44,6,0,5,65,35,2,0,22,4,2,23,10,7,1,0.223,0.313,0.33,0.642,1981-07-01,186cm,85kg,25
723,유한준,2012,넥센,RF,0.22,74,274,246,22,59,11,1,3,81,25,3,1,19,2,1,36,11,6,1,0.24,0.299,0.32899999999999996,0.628,1981-07-01,186cm,85kg,30
724,유한준,2005,현대,,0.02,18,28,26,3,5,1,0,1,9,5,1,0,2,0,0,7,0,0,0,0.192,0.25,0.34600000000000003,0.596,1981-07-01,186cm,85kg,23
725,김상현,2009,LG,K3B,5.87,121,496,448,77,141,30,2,36,283,127,7,5,41,6,1,103,11,0,1,0.315,0.379,0.632,1.011,1980-11-12,190cm,95kg,28
726,김상현,2011,KIA,LF,2.08,101,405,357,38,91,15,0,14,148,64,8,0,37,9,1,83,12,0,2,0.255,0.33799999999999997,0.415,0.753,1980-11-12,190cm,95kg,30
727,김상현,2015,KT,1B,1.85,134,539,475,71,133,20,0,27,234,88,4,5,50,8,4,115,21,0,6,0.28,0.354,0.493,0.847,1980-11-12,190cm,95kg,34
728,김상현,2010,KIA,3B,1.74,79,330,288,44,62,5,1,21,132,53,3,1,33,8,1,85,10,0,1,0.215,0.312,0.45799999999999996,0.7709999999999999,1980-11-12,190cm,95kg,29
729,김상현,2007,LG,3B,1.66,121,434,378,44,89,27,0,7,137,41,6,0,33,10,0,85,12,10,3,0.235,0.311,0.36200000000000004,0.674,1980-11-12,190cm,95kg,26
730,김상현,2003,LG,3B,1.56,55,209,182,24,49,9,1,7,81,28,7,1,16,7,0,50,1,1,3,0.26899999999999996,0.34600000000000003,0.445,0.7909999999999999,1980-11-12,190cm,95kg,22
731,김상현,2004,LG,3B,1.28,100,316,277,37,67,10,2,9,108,35,7,5,28,7,2,77,11,3,1,0.242,0.326,0.39,0.716,1980-11-12,190cm,95kg,23
732,김상현,2008,LG,3B,1.07,75,243,214,28,52,9,2,8,89,18,2,3,19,3,0,55,8,5,2,0.243,0.311,0.41600000000000004,0.727,1980-11-12,190cm,95kg,27
